车辆ID,车型,第几趟,停靠序号,类型,客户原始ID,是否绿色区客户,到达时刻,离开时刻,该点重量kg,该点体积m3,该点订单编号,累计载重kg,累计体积m3,路线总距离km,行驶能耗元,惩罚元,CO2kg,限行违规
27,燃油3000,1,0,配送中心(出发),,,,15:22,,,,2528.14,5.338,67.48,188.81,0.0,51.9,否
27,燃油3000,1,1,客户25,25,否,16:19,16:39,2528.14,5.338,"[1548, 1778, 2017, 2074, 2135]",,,,,,,
27,燃油3000,1,2,配送中心(返回),,,17:36,,,,,,,,,,,
27,燃油3000,2,0,配送中心(出发),,,,17:39,,,,3000.0,7.088,156.81,450.55,37.56,123.85,否
27,燃油3000,2,1,客户27,27,否,19:52,20:12,3000.0,7.088,"[400, 468, 902, 1043, 1078, 1158, 1190, 1206, 1809]",,,,,,,
27,燃油3000,2,2,配送中心(返回),,,22:25,,,,,,,,,,,
27,燃油3000,3,0,配送中心(出发),,,,16:06,,,,3000.0,7.33,124.41,357.45,186.19,98.26,否
27,燃油3000,3,1,客户7,7,是,17:51,18:11,3000.0,7.33,"[20, 23, 30, 34, 37, 44, 47, 55, 65, 66, 68, 75, 76, 79, 87, 91, 102, 107, 113, 123, 132, 133, 139, 142, 146, 150, 158, 172, 196, 203, 208, 214, 215, 228, 235, 236, 240, 257, 262, 263, 266, 280, 283, 287, 296, 299]",,,,,,,
27,燃油3000,3,2,配送中心(返回),,,19:57,,,,,,,,,,,
28,燃油3000,1,0,配送中心(出发),,,,15:42,,,,3000.0,7.66,92.73,266.43,0.0,73.24,否
28,燃油3000,1,1,客户44,44,否,17:01,17:21,3000.0,7.66,"[303, 311, 327, 383, 674, 690, 743, 779, 795, 799, 822, 831, 919, 929, 942, 999, 1117, 1144, 1183, 1191, 1201, 1294, 1359, 1385, 1434, 1437, 1479, 1513, 1782, 2064]",,,,,,,
28,燃油3000,1,2,配送中心(返回),,,18:40,,,,,,,,,,,
28,燃油3000,2,0,配送中心(出发),,,,18:43,,,,2691.14,7.951,108.89,307.5,59.05,84.53,否
28,燃油3000,2,1,客户40,40,否,20:15,20:35,2691.14,7.951,"[314, 663, 763, 906, 997, 1005, 1140, 1473, 1537, 1562, 1637, 1654, 1685, 1757, 1836, 1897, 2006]",,,,,,,
28,燃油3000,2,2,配送中心(返回),,,22:07,,,,,,,,,,,
28,燃油3000,3,0,配送中心(出发),,,,16:06,,,,3000.0,7.33,124.41,357.45,186.19,98.26,否
28,燃油3000,3,1,客户7,7,是,17:51,18:11,3000.0,7.33,"[20, 23, 30, 34, 37, 44, 47, 55, 65, 66, 68, 75, 76, 79, 87, 91, 102, 107, 113, 123, 132, 133, 139, 142, 146, 150, 158, 172, 196, 203, 208, 214, 215, 228, 235, 236, 240, 257, 262, 263, 266, 280, 283, 287, 296, 299]",,,,,,,
28,燃油3000,3,2,配送中心(返回),,,19:57,,,,,,,,,,,
29,燃油3000,1,0,配送中心(出发),,,,15:42,,,,2516.15,6.56,84.39,244.62,2.89,67.24,否
29,燃油3000,1,1,客户44,44,否,17:01,17:21,1552.31,3.964,"[303, 311, 327, 383, 674, 690, 743, 779, 795, 799, 822, 831, 919, 929, 942, 999, 1117, 1144, 1183, 1191, 1201, 1294, 1359, 1385, 1434, 1437, 1479, 1513, 1782, 2064]",,,,,,,
29,燃油3000,1,2,客户53,53,否,17:50,18:19,963.85,2.596,"[378, 389, 403, 420, 463, 538, 571, 595, 664, 677, 713, 724, 726, 842, 937, 951, 988, 1051, 1059, 1075, 1084, 1091, 1112, 1115, 1116, 1123, 1152, 1166, 1170, 1200, 1213, 1280, 1295, 1299, 1321, 1451, 1456, 1489, 1505, 1601, 1627, 1641, 1643, 1702, 1766, 1787, 1791, 1799, 1854, 1861, 1892, 1905, 2128, 2134, 2153]",,,,,,,
29,燃油3000,1,3,配送中心(返回),,,18:54,,,,,,,,,,,
29,燃油3000,2,0,配送中心(出发),,,,18:57,,,,3000.0,7.053,101.78,292.43,29.47,80.39,否
29,燃油3000,2,1,客户68,68,否,20:23,20:43,3000.0,7.053,"[326, 346, 372, 410, 417, 546, 575, 646, 650, 699, 703, 725, 729, 754, 784, 832, 870, 918, 990, 992, 1007, 1082, 1104, 1150, 1159, 1164, 1187, 1352, 1381, 1394, 1398, 1402, 1424, 1532, 1599, 1605, 1634, 1648, 1773, 1784, 1827, 1839, 1916, 1924, 1937, 1940, 2005, 2048, 2117, 2133]",,,,,,,
29,燃油3000,2,2,配送中心(返回),,,22:10,,,,,,,,,,,
29,燃油3000,3,0,配送中心(出发),,,,16:06,,,,3000.0,8.036,81.28,233.53,213.23,64.19,否
29,燃油3000,3,1,客户6,6,是,17:15,17:35,3000.0,8.036,"[7, 13, 15, 19, 24, 25, 32, 35, 38, 40, 51, 60, 104, 110, 118, 119, 127, 149, 156, 176, 204, 206, 217, 224, 259, 286, 290, 295]",,,,,,,
29,燃油3000,3,2,配送中心(返回),,,18:44,,,,,,,,,,,
30,燃油3000,1,0,配送中心(出发),,,,15:48,,,,2061.58,5.546,77.18,210.19,0.0,57.78,否
30,燃油3000,1,1,客户43,43,否,16:53,17:13,2061.58,5.546,"[321, 366, 386, 416, 510, 535, 536, 545, 553, 628, 654, 768, 781, 786, 794, 800, 882, 924, 969, 974, 1033, 1256, 1267, 1356, 1452, 1458, 1493, 1516, 1551, 1602, 1618, 1628, 1750, 1783, 1786, 1938, 1993, 2095, 2114, 2124, 2155]",,,,,,,
30,燃油3000,1,2,配送中心(返回),,,18:18,,,,,,,,,,,
30,燃油3000,2,0,配送中心(出发),,,,18:21,,,,3000.0,7.575,132.09,379.52,51.12,104.33,否
30,燃油3000,2,1,客户55,55,否,20:13,20:33,3000.0,7.575,"[328, 413, 433, 444, 455, 483, 489, 511, 532, 556, 563, 581, 594, 624, 661, 707, 718, 790, 791, 816, 820, 847, 860, 865, 869, 876, 912, 935, 964, 978, 1044, 1101, 1134, 1156, 1168, 1182, 1207, 1269, 1287, 1342, 1360, 1587, 1595, 1608, 1615, 1671, 1706, 1720, 1789, 1795, 1807, 1831, 1847, 1870, 1945, 1987, 2002, 2045, 2089, 2123, 2136]",,,,,,,
30,燃油3000,2,2,配送中心(返回),,,22:25,,,,,,,,,,,
31,燃油3000,1,0,配送中心(出发),,,,16:03,,,,3000.0,7.575,132.09,379.52,0.0,104.33,否
31,燃油3000,1,1,客户55,55,否,17:55,18:15,3000.0,7.575,"[328, 413, 433, 444, 455, 483, 489, 511, 532, 556, 563, 581, 594, 624, 661, 707, 718, 790, 791, 816, 820, 847, 860, 865, 869, 876, 912, 935, 964, 978, 1044, 1101, 1134, 1156, 1168, 1182, 1207, 1269, 1287, 1342, 1360, 1587, 1595, 1608, 1615, 1671, 1706, 1720, 1789, 1795, 1807, 1831, 1847, 1870, 1945, 1987, 2002, 2045, 2089, 2123, 2136]",,,,,,,
31,燃油3000,1,2,配送中心(返回),,,20:07,,,,,,,,,,,
31,燃油3000,2,0,配送中心(出发),,,,20:10,,,,2725.32,7.501,83.07,235.04,37.78,64.61,否
31,燃油3000,2,1,客户72,72,否,21:20,21:40,2725.32,7.501,"[317, 368, 395, 466, 491, 548, 580, 611, 632, 848, 973, 1040, 1070, 1077, 1165, 1208, 1273, 1274, 1320, 1330, 1348, 1397, 1406, 1463, 1472, 1573, 1658, 1662, 1708, 1710, 1745, 1800, 1904, 1923, 1991, 2027]",,,,,,,
31,燃油3000,2,2,配送中心(返回),,,22:51,,,,,,,,,,,
31,燃油3000,3,0,配送中心(出发),,,,9:56,,,,1516.28,3.941,113.32,290.08,24.58,79.74,否
31,燃油3000,3,1,客户60,60,否,10:23,10:43,906.63,2.381,"[338, 353, 412, 418, 442, 482, 522, 570, 577, 608, 693, 734, 789, 803, 819, 829, 899, 1031, 1047, 1054, 1086, 1099, 1109, 1114, 1184, 1193, 1230, 1313, 1326, 1399, 1470, 1522, 1544, 1586, 1609, 1616, 1623, 1664, 1736, 1763, 1793, 1810, 1927, 1931, 1944, 1972, 1980, 2007, 2018, 2026, 2042, 2057, 2065, 2120, 2121, 2137]",,,,,,,
31,燃油3000,3,2,客户57,57,否,13:24,14:58,609.65,1.56,"[313, 369, 456, 479, 512, 527, 543, 550, 551, 675, 688, 721, 776, 811, 813, 864, 878, 913, 940, 948, 959, 962, 1073, 1095, 1141, 1178, 1236, 1246, 1310, 1312, 1417, 1471, 1491, 1582, 1659, 1674, 1680, 1741, 1747, 1767, 1772, 1840, 1922, 1967, 2008, 2020, 2030, 2049, 2161]",,,,,,,
31,燃油3000,3,3,配送中心(返回),,,15:48,,,,,,,,,,,
31,燃油3000,4,0,配送中心(出发),,,,16:06,,,,1463.23,3.575,124.41,326.93,186.19,89.87,否
31,燃油3000,4,1,客户7,7,是,17:51,18:11,1463.23,3.575,"[20, 23, 30, 34, 37, 44, 47, 55, 65, 66, 68, 75, 76, 79, 87, 91, 102, 107, 113, 123, 132, 133, 139, 142, 146, 150, 158, 172, 196, 203, 208, 214, 215, 228, 235, 236, 240, 257, 262, 263, 266, 280, 283, 287, 296, 299]",,,,,,,
31,燃油3000,4,2,配送中心(返回),,,19:57,,,,,,,,,,,
32,燃油3000,1,0,配送中心(出发),,,,16:03,,,,3000.0,7.575,132.09,379.52,0.0,104.33,否
32,燃油3000,1,1,客户55,55,否,17:55,18:15,3000.0,7.575,"[328, 413, 433, 444, 455, 483, 489, 511, 532, 556, 563, 581, 594, 624, 661, 707, 718, 790, 791, 816, 820, 847, 860, 865, 869, 876, 912, 935, 964, 978, 1044, 1101, 1134, 1156, 1168, 1182, 1207, 1269, 1287, 1342, 1360, 1587, 1595, 1608, 1615, 1671, 1706, 1720, 1789, 1795, 1807, 1831, 1847, 1870, 1945, 1987, 2002, 2045, 2089, 2123, 2136]",,,,,,,
32,燃油3000,1,2,配送中心(返回),,,20:07,,,,,,,,,,,
32,燃油3000,2,0,配送中心(出发),,,,16:06,,,,3000.0,9.199,66.05,189.79,262.48,52.17,否
32,燃油3000,2,1,客户8,8,是,17:02,17:22,3000.0,9.199,"[5, 6, 12, 21, 22, 26, 27, 31, 39, 42, 48, 50, 53, 56, 67, 73, 74, 78, 80, 82, 85, 90, 93, 94, 97, 98, 106, 109, 117, 121, 130, 134, 135, 138, 140, 141, 143, 147, 160, 164, 167, 169, 171, 173, 174, 175, 178, 182, 185, 193, 197, 198, 199, 202, 225, 226, 233, 241, 242, 247, 249, 250, 252, 255, 261, 268, 272, 275, 291]",,,,,,,
32,燃油3000,2,2,配送中心(返回),,,18:18,,,,,,,,,,,
33,燃油3000,1,0,配送中心(出发),,,,16:03,,,,3000.0,7.575,132.09,379.52,0.0,104.33,否
33,燃油3000,1,1,客户55,55,否,17:55,18:15,3000.0,7.575,"[328, 413, 433, 444, 455, 483, 489, 511, 532, 556, 563, 581, 594, 624, 661, 707, 718, 790, 791, 816, 820, 847, 860, 865, 869, 876, 912, 935, 964, 978, 1044, 1101, 1134, 1156, 1168, 1182, 1207, 1269, 1287, 1342, 1360, 1587, 1595, 1608, 1615, 1671, 1706, 1720, 1789, 1795, 1807, 1831, 1847, 1870, 1945, 1987, 2002, 2045, 2089, 2123, 2136]",,,,,,,
33,燃油3000,1,2,配送中心(返回),,,20:07,,,,,,,,,,,
33,燃油3000,2,0,配送中心(出发),,,,20:10,,,,3000.0,8.11,140.98,405.08,59.51,111.35,否
33,燃油3000,2,1,客户50,50,否,22:09,22:29,3000.0,8.11,"[345, 374, 394, 401, 480, 604, 665, 676, 684, 711, 712, 716, 733, 758, 759, 787, 838, 892, 947, 955, 965, 1137, 1149, 1163, 1240, 1266, 1290, 1300, 1322, 1372, 1511, 1588, 1594, 1612, 1639, 1693, 1731, 1806, 1837, 1877, 1893, 1896, 1899, 1911, 1974, 1981, 2035, 2038, 2052, 2081, 2092, 2096, 2122, 2142, 2144]",,,,,,,
33,燃油3000,2,2,配送中心(返回),,,24:29,,,,,,,,,,,
