车辆ID,车型,第几趟,停靠序号,类型,客户原始ID,是否绿色区客户,到达时刻,离开时刻,该点重量kg,该点体积m3,该点订单编号,累计载重kg,累计体积m3,路线总距离km,行驶能耗元,惩罚元,CO2kg,限行违规
26,燃油3000,1,0,配送中心(出发),,,,15:31,,,,2642.45,6.907,118.22,329.93,5.32,90.7,否
26,燃油3000,1,1,客户24,24,否,16:51,17:11,1262.17,2.956,"[385, 617, 1384, 1509, 2024]",,,,,,,
26,燃油3000,1,2,客户80,80,否,17:25,18:01,506.34,1.903,"[513, 694, 751, 835, 839, 1085, 1353, 1724, 2100]",,,,,,,
26,燃油3000,1,3,客户29,29,否,18:22,18:42,873.94,2.048,"[334, 1011, 1139]",,,,,,,
26,燃油3000,1,4,配送中心(返回),,,20:08,,,,,,,,,,,
26,燃油3000,2,0,配送中心(出发),,,,20:11,,,,3000.0,9.199,66.05,189.79,466.24,52.17,否
26,燃油3000,2,1,客户8,8,是,21:06,21:26,3000.0,9.199,"[5, 6, 12, 21, 22, 26, 27, 31, 39, 42, 48, 50, 53, 56, 67, 73, 74, 78, 80, 82, 85, 90, 93, 94, 97, 98, 106, 109, 117, 121, 130, 134, 135, 138, 140, 141, 143, 147, 160, 164, 167, 169, 171, 173, 174, 175, 178, 182, 185, 193, 197, 198, 199, 202, 225, 226, 233, 241, 242, 247, 249, 250, 252, 255, 261, 268, 272, 275, 291]",,,,,,,
26,燃油3000,2,2,配送中心(返回),,,22:22,,,,,,,,,,,
27,燃油3000,1,0,配送中心(出发),,,,15:38,,,,3000.0,7.088,156.81,450.55,0.0,123.85,否
27,燃油3000,1,1,客户27,27,否,17:51,18:11,3000.0,7.088,"[400, 468, 902, 1043, 1078, 1158, 1190, 1206, 1809]",,,,,,,
27,燃油3000,1,2,配送中心(返回),,,20:24,,,,,,,,,,,
27,燃油3000,2,0,配送中心(出发),,,,20:27,,,,3000.0,9.199,66.05,189.79,479.89,52.17,否
27,燃油3000,2,1,客户8,8,是,21:23,21:43,3000.0,9.199,"[5, 6, 12, 21, 22, 26, 27, 31, 39, 42, 48, 50, 53, 56, 67, 73, 74, 78, 80, 82, 85, 90, 93, 94, 97, 98, 106, 109, 117, 121, 130, 134, 135, 138, 140, 141, 143, 147, 160, 164, 167, 169, 171, 173, 174, 175, 178, 182, 185, 193, 197, 198, 199, 202, 225, 226, 233, 241, 242, 247, 249, 250, 252, 255, 261, 268, 272, 275, 291]",,,,,,,
27,燃油3000,2,2,配送中心(返回),,,22:39,,,,,,,,,,,
28,燃油3000,1,0,配送中心(出发),,,,15:42,,,,3000.0,7.66,92.73,266.43,0.0,73.24,否
28,燃油3000,1,1,客户44,44,否,17:01,17:21,3000.0,7.66,"[303, 311, 327, 383, 674, 690, 743, 779, 795, 799, 822, 831, 919, 929, 942, 999, 1117, 1144, 1183, 1191, 1201, 1294, 1359, 1385, 1434, 1437, 1479, 1513, 1782, 2064]",,,,,,,
28,燃油3000,1,2,配送中心(返回),,,18:40,,,,,,,,,,,
28,燃油3000,2,0,配送中心(出发),,,,18:43,,,,3000.0,9.199,66.05,189.79,392.97,52.17,否
28,燃油3000,2,1,客户8,8,是,19:39,19:59,3000.0,9.199,"[5, 6, 12, 21, 22, 26, 27, 31, 39, 42, 48, 50, 53, 56, 67, 73, 74, 78, 80, 82, 85, 90, 93, 94, 97, 98, 106, 109, 117, 121, 130, 134, 135, 138, 140, 141, 143, 147, 160, 164, 167, 169, 171, 173, 174, 175, 178, 182, 185, 193, 197, 198, 199, 202, 225, 226, 233, 241, 242, 247, 249, 250, 252, 255, 261, 268, 272, 275, 291]",,,,,,,
28,燃油3000,2,2,配送中心(返回),,,20:55,,,,,,,,,,,
28,燃油3000,3,0,配送中心(出发),,,,20:58,,,,3000.0,7.053,101.78,292.43,129.83,80.39,否
28,燃油3000,3,1,客户68,68,否,22:24,22:44,3000.0,7.053,"[326, 346, 372, 410, 417, 546, 575, 646, 650, 699, 703, 725, 729, 754, 784, 832, 870, 918, 990, 992, 1007, 1082, 1104, 1150, 1159, 1164, 1187, 1352, 1381, 1394, 1398, 1402, 1424, 1532, 1599, 1605, 1634, 1648, 1773, 1784, 1827, 1839, 1916, 1924, 1937, 1940, 2005, 2048, 2117, 2133]",,,,,,,
28,燃油3000,3,2,配送中心(返回),,,24:10,,,,,,,,,,,
29,燃油3000,1,0,配送中心(出发),,,,15:48,,,,3000.0,8.071,77.18,221.75,0.0,60.96,否
29,燃油3000,1,1,客户43,43,否,16:53,17:13,3000.0,8.071,"[321, 366, 386, 416, 510, 535, 536, 545, 553, 628, 654, 768, 781, 786, 794, 800, 882, 924, 969, 974, 1033, 1256, 1267, 1356, 1452, 1458, 1493, 1516, 1551, 1602, 1618, 1628, 1750, 1783, 1786, 1938, 1993, 2095, 2114, 2124, 2155]",,,,,,,
29,燃油3000,1,2,配送中心(返回),,,18:18,,,,,,,,,,,
29,燃油3000,2,0,配送中心(出发),,,,18:21,,,,2749.55,8.431,66.05,187.15,375.32,51.45,否
29,燃油3000,2,1,客户8,8,是,19:17,19:37,2749.55,8.431,"[5, 6, 12, 21, 22, 26, 27, 31, 39, 42, 48, 50, 53, 56, 67, 73, 74, 78, 80, 82, 85, 90, 93, 94, 97, 98, 106, 109, 117, 121, 130, 134, 135, 138, 140, 141, 143, 147, 160, 164, 167, 169, 171, 173, 174, 175, 178, 182, 185, 193, 197, 198, 199, 202, 225, 226, 233, 241, 242, 247, 249, 250, 252, 255, 261, 268, 272, 275, 291]",,,,,,,
29,燃油3000,2,2,配送中心(返回),,,20:33,,,,,,,,,,,
29,燃油3000,3,0,配送中心(出发),,,,20:36,,,,3000.0,11.615,98.28,282.38,75.54,77.62,否
29,燃油3000,3,1,客户10,10,是,21:60,22:20,3000.0,11.615,"[3, 4, 8, 10, 14, 16, 41, 57, 58, 62, 69, 77, 83, 95, 108, 111, 114, 120, 122, 124, 125, 137, 151, 168, 170, 179, 191, 205, 207, 213, 220, 227, 230, 232, 239, 251, 269, 285]",,,,,,,
29,燃油3000,3,2,配送中心(返回),,,23:43,,,,,,,,,,,
30,燃油3000,1,0,配送中心(出发),,,,16:03,,,,3000.0,7.575,132.09,379.52,0.0,104.33,否
30,燃油3000,1,1,客户55,55,否,17:55,18:15,3000.0,7.575,"[328, 413, 433, 444, 455, 483, 489, 511, 532, 556, 563, 581, 594, 624, 661, 707, 718, 790, 791, 816, 820, 847, 860, 865, 869, 876, 912, 935, 964, 978, 1044, 1101, 1134, 1156, 1168, 1182, 1207, 1269, 1287, 1342, 1360, 1587, 1595, 1608, 1615, 1671, 1706, 1720, 1789, 1795, 1807, 1831, 1847, 1870, 1945, 1987, 2002, 2045, 2089, 2123, 2136]",,,,,,,
30,燃油3000,1,2,配送中心(返回),,,20:07,,,,,,,,,,,
30,燃油3000,2,0,配送中心(出发),,,,20:10,,,,3000.0,7.33,124.41,357.45,389.47,98.26,否
30,燃油3000,2,1,客户7,7,是,21:55,22:15,3000.0,7.33,"[20, 23, 30, 34, 37, 44, 47, 55, 65, 66, 68, 75, 76, 79, 87, 91, 102, 107, 113, 123, 132, 133, 139, 142, 146, 150, 158, 172, 196, 203, 208, 214, 215, 228, 235, 236, 240, 257, 262, 263, 266, 280, 283, 287, 296, 299]",,,,,,,
30,燃油3000,2,2,配送中心(返回),,,24:01,,,,,,,,,,,
31,燃油3000,1,0,配送中心(出发),,,,16:03,,,,3000.0,7.575,132.09,379.52,0.0,104.33,否
31,燃油3000,1,1,客户55,55,否,17:55,18:15,3000.0,7.575,"[328, 413, 433, 444, 455, 483, 489, 511, 532, 556, 563, 581, 594, 624, 661, 707, 718, 790, 791, 816, 820, 847, 860, 865, 869, 876, 912, 935, 964, 978, 1044, 1101, 1134, 1156, 1168, 1182, 1207, 1269, 1287, 1342, 1360, 1587, 1595, 1608, 1615, 1671, 1706, 1720, 1789, 1795, 1807, 1831, 1847, 1870, 1945, 1987, 2002, 2045, 2089, 2123, 2136]",,,,,,,
31,燃油3000,1,2,配送中心(返回),,,20:07,,,,,,,,,,,
31,燃油3000,2,0,配送中心(出发),,,,20:10,,,,3000.0,7.33,124.41,357.45,389.47,98.26,否
31,燃油3000,2,1,客户7,7,是,21:55,22:15,3000.0,7.33,"[20, 23, 30, 34, 37, 44, 47, 55, 65, 66, 68, 75, 76, 79, 87, 91, 102, 107, 113, 123, 132, 133, 139, 142, 146, 150, 158, 172, 196, 203, 208, 214, 215, 228, 235, 236, 240, 257, 262, 263, 266, 280, 283, 287, 296, 299]",,,,,,,
31,燃油3000,2,2,配送中心(返回),,,24:01,,,,,,,,,,,
32,燃油3000,1,0,配送中心(出发),,,,16:03,,,,3000.0,7.575,132.09,379.52,0.0,104.33,否
32,燃油3000,1,1,客户55,55,否,17:55,18:15,3000.0,7.575,"[328, 413, 433, 444, 455, 483, 489, 511, 532, 556, 563, 581, 594, 624, 661, 707, 718, 790, 791, 816, 820, 847, 860, 865, 869, 876, 912, 935, 964, 978, 1044, 1101, 1134, 1156, 1168, 1182, 1207, 1269, 1287, 1342, 1360, 1587, 1595, 1608, 1615, 1671, 1706, 1720, 1789, 1795, 1807, 1831, 1847, 1870, 1945, 1987, 2002, 2045, 2089, 2123, 2136]",,,,,,,
32,燃油3000,1,2,配送中心(返回),,,20:07,,,,,,,,,,,
32,燃油3000,2,0,配送中心(出发),,,,20:10,,,,3000.0,8.036,81.28,233.53,416.51,64.19,否
32,燃油3000,2,1,客户6,6,是,21:19,21:39,3000.0,8.036,"[7, 13, 15, 19, 24, 25, 32, 35, 38, 40, 51, 60, 104, 110, 118, 119, 127, 149, 156, 176, 204, 206, 217, 224, 259, 286, 290, 295]",,,,,,,
32,燃油3000,2,2,配送中心(返回),,,22:48,,,,,,,,,,,
33,燃油3000,1,0,配送中心(出发),,,,13:16,,,,3000.0,9.052,33.46,94.01,0.0,25.84,否
33,燃油3000,1,1,客户49,49,否,13:35,13:55,3000.0,9.052,"[375, 392, 415, 448, 454, 552, 576, 579, 585, 606, 609, 648, 785, 828, 866, 895, 941, 954, 1037, 1062, 1169, 1196, 1216, 1272, 1339, 1343, 1351, 1446, 1460, 1526, 1558, 1579, 1597, 1619, 1631, 1727, 1777, 1802, 1822, 1864, 1902, 1960, 2039, 2106, 2146, 2147]",,,,,,,
33,燃油3000,1,2,配送中心(返回),,,14:13,,,,,,,,,,,
33,燃油3000,2,0,配送中心(出发),,,,16:06,,,,2799.17,8.31,109.66,303.8,467.06,83.51,否
33,燃油3000,2,1,客户6,6,是,17:15,17:35,1473.64,3.947,"[7, 13, 15, 19, 24, 25, 32, 35, 38, 40, 51, 60, 104, 110, 118, 119, 127, 149, 156, 176, 204, 206, 217, 224, 259, 286, 290, 295]",,,,,,,
33,燃油3000,2,2,客户11,11,是,17:55,18:15,1325.53,4.363,"[18, 49, 63, 84, 144, 145, 153, 188, 209, 210, 218, 222, 234, 244, 245, 246, 256, 258, 273, 298]",,,,,,,
33,燃油3000,2,3,配送中心(返回),,,19:52,,,,,,,,,,,
33,燃油3000,3,0,配送中心(出发),,,,19:55,,,,3000.0,8.59,79.74,229.11,119.53,62.98,否
33,燃油3000,3,1,客户51,51,否,21:02,21:22,3000.0,8.59,"[304, 419, 446, 450, 524, 559, 605, 612, 652, 667, 681, 704, 717, 727, 730, 747, 796, 840, 936, 961, 972, 1006, 1217, 1237, 1245, 1306, 1323, 1369, 1389, 1407, 1416, 1419, 1420, 1438, 1521, 1541, 1546, 1556, 1569, 1691, 1714, 1728, 1812, 1815, 1856, 1875, 1887, 1918, 1932, 1976, 2001, 2029, 2116, 2166]",,,,,,,
33,燃油3000,3,2,配送中心(返回),,,22:30,,,,,,,,,,,
